,Date,Receipt ID,Item,Department,Category,Fineline,Brand,Quantity,Total Sales,Price per Quantity,Customer Account,Gender,Age,Day
495,2008-07-27,298-01129,KRUMBLE CHOCO CUPS 6'S,CONFECTIONARY,QUEEN CAKES / MUFFINS,QUEEN CAKES / MUFFINS-1,KRUMBLE,1.0,100.0,100,CD-282052,Male,29 -39,Sunday
496,2008-07-25,298-00941,NOOTRI QWIK STRAWBERRY 1KG,BREAKFAST,BREAKFAST CEREALS,INSTANT CEREALS,NOOTRI,1.0,136.0,170,CD-784691,Female,40 -50,Friday
497,2008-07-27,298-01180,MT.KENYA MINERAL WATER 20LTR,COLD BEVERAGE,WATER,PURIFIED DRINKING WATER,MT.KENYA,1.0,489.0,489,CD-360030,Female,18 -28,Sunday
498,2008-07-25,298-00983,CLIMAX A/FRESHNER FOREST 50G,HOME CLEANING,TOILET + SEPTIC CARE,TOILET AIR FRESHNERS,CLIMAX,1.0,40.0,40,CD-252130,Male,18 -28,Friday
499,2008-07-27,298-01297,KIWI BLACK POLISH 40ML,HOUSEHOLD ESSENTIALS,SHOE CARE,SHOE POLISH,KIWI,1.0,85.0,85,CD-309218,Female,18 -28,Sunday
500,2008-07-27,298-01268,TOILEX JUMBO JNR TISSUE,PAPER + PLASTICS,TISSUE PAPERS,BLENDED,TOILEX,1.0,95.0,100,CD-284726,Female,62 -72,Sunday
501,2008-07-27,298-01356,BROADWAYS WHITE BREAD 400G,CONFECTIONARY,BREAD,BREAD ROLLS,BROADWAYS,2.0,100.0,50,CD-254997,Male,51 -61,Sunday
502,2008-07-21,298-00115,GRAPES SEEDLESS 500G RED,FRUITS + VEG,FRUITS,IMPORTED FRUIT,GRAPES,1.0,215.0,215,CD-457610,Female,40 -50,Monday
503,2008-07-21,298-00100,NICE MWEA PISHORI 5KG,RICE,PISHORI RICE,PISHORI RICE-1,NICE,3.0,2697.0,899,CD-201290,Male,29 -39,Monday
504,2008-07-26,298-01080,SUPERFINE HIGHLIGHTERS ASSRTD,STATIONERY,SCHOOL STATIONERY,PENS + INKS,SUPERFINE,2.0,100.0,50,CD-164284,Female,18 -28,Saturday
505,2008-07-27,298-01165,TEEPEE EX. BOOK COVERS A5,STATIONERY,SCHOOL STATIONERY,"GRAPH,EXERCISE + COUNTER BOOKS",TEEPEE,1.0,100.0,100,CD-026449,Female,18 -28,Sunday
506,2008-07-25,298-00921,DISPOSABLE KIDS MASK 50'S 3PLY,BEAUTY,FACE CARE,FACE MASK,DISPOSABLE,1.0,300.0,300,CD-233613,Male,29 -39,Friday
507,2008-07-27,298-01232,RACER FINE BALL PEN BLUE,STATIONERY,SCHOOL STATIONERY,PENS + INKS,RACER,2.0,30.0,15,CD-694608,Female,40 -50,Sunday
508,2008-07-26,298-01095,BIO FRESH WHOLE MILK 2LTR,DAIRY,FRESH MILK,COW,BIO,1.0,269.0,269,CD-225878,Female,29 -39,Saturday
509,2008-07-26,298-01037,KARTASI EX. BOOK 1/2 48P SQ,STATIONERY,SCHOOL STATIONERY,"GRAPH,EXERCISE + COUNTER BOOKS",KARTASI,2.0,34.0,17,CD-690239,Male,18 -28,Saturday
510,2008-07-27,298-01310,TS CHOCO DOUGHNUTS 120GM,TES BAKERY,TES DOUGHNUTS,CHOCOLATE DOUGHNUT,TS,1.0,50.0,50,CD-401452,Female,29 -39,Sunday
511,2008-07-21,298-00099,JAMAA CREAM BAR SOAP 1KG,LAUNDRY,LAUNDRY BARS,LONG BARS,JAMAA,1.0,124.0,124,CD-950228,Female,51 -61,Monday
512,2008-07-21,298-00086,FESTIVE FAMILY BROWN BREAD 600,CONFECTIONARY,BREAD,BREAD ROLLS,FESTIVE,1.0,75.0,75,CD-143180,Male,40 -50,Monday
513,2008-07-25,298-00941,PROTEX ALOE VERA 90GM (3+1),PERSONAL CARE,PERSONAL WASH,ANTIBACTERIA SOAPS,PROTEX,1.0,280.0,280,CD-784691,Female,40 -50,Friday
514,2008-07-27,298-01317,HANNAN POCKET TISSUE 10PC,PAPER + PLASTICS,FACIAL TISSUES,FACIAL TISSUES-1,HANNAN,5.0,65.0,13,CD-667740,Female,40 -50,Sunday
515,2008-07-27,298-01235,NON WOOVEN PACKAGING BAG #25,WRAPPING MATERIAL,POLYTHENE BAGS,POLYTHENE BAGS -1,NON,1.0,15.0,15,CD-211209,Male,18 -28,Sunday
516,2008-07-25,298-00942,K.C.C DELIT S/BERRY YOG 250M C,DAIRY,YOGHURT,BASIC,K.C.C,1.0,51.0,51,CD-034763,Female,29 -39,Friday
517,2008-07-27,298-01180,VELVEX ALLUMINIUM FOIL 45CM*5M,PAPER + PLASTICS,PLASTIC WRAPS + FOILS,ALLUMINIUM FOILS,VELVEX,1.0,120.0,120,CD-360030,Female,18 -28,Sunday
518,2008-07-21,298-00076,SPINACH BUNCH,FRUITS + VEG,VEGETABLES,LEAFY GREENS,SPINACH,2.0,60.0,30,CD-403137,Female,40 -50,Monday
519,2008-07-27,298-01329,HACO PLASTIC PEGS 12 PCS,HOMECARE ACCESSORIES,CLEANING,LAUNDRY ACCESSORIES,HACO,2.0,120.0,60,CD-206457,Female,40 -50,Sunday
520,2008-07-25,298-00948,TES NON WOOVEN STITCHED,WRAPPING MATERIAL,NON WOVEN BAGS,NON WOVEN BAGS -1,TES,1.0,75.0,75,CD-599332,Male,40 -50,Friday
521,2008-07-27,298-01210,COLGATE HERBAL T/PASTE 140G,PERSONAL CARE,ORAL CARE,TOOTH PASTE,COLGATE,2.0,422.0,211,CD-168328,Male,51 -61,Sunday
522,2008-07-21,298-00115,TROPIKAL A/F WILDMUSK 300ML,AIRCARE + HOME FRAGRANCE,AEROSOLS,SPRAYS,TROPIKAL,1.0,290.0,290,CD-457610,Female,40 -50,Monday
523,2008-07-27,298-01241,NESTLE MILO ACTIGEN E 200G TIN,HOT BEVERAGE,OTHER HOT BEVERAGE,HOT MALT DRINKS,NESTLE,1.0,410.0,410,CD-359519,Male,29 -39,Sunday
524,2008-07-26,298-01080,TEEPEE BALL PEN # 302,STATIONERY,SCHOOL STATIONERY,PENS + INKS,TEEPEE,3.0,45.0,15,CD-164284,Female,18 -28,Saturday
525,2008-07-27,298-01293,TCB COCONUT OIL 150ML,BEAUTY,HAIRCARE AND ACCESSORIES,HAIR STYLING & CARE,TCB,1.0,215.0,215,CD-023966,Female,29 -39,Sunday
526,2008-07-27,298-01222,CIL PISHORI AROMATIC RICE 5KG,RICE,AROMATIC RICE,AROMATIC RICE-1,CIL,2.0,2288.0,1144,CD-200010,Female,18 -28,Sunday
527,2008-07-27,298-01269,COSY WHITE T/PAPER 4S,PAPER + PLASTICS,TISSUE PAPERS,VIRGIN,COSY,1.0,111.0,136,CD-207673,Female,40 -50,Sunday
528,2008-07-27,298-01288,KETEPA FOREST FRUIT HANDY 25S,HOT BEVERAGE,TEA,TEA BAGS,KETEPA,1.0,130.0,130,CD-084855,Female,18 -28,Sunday
529,2008-07-25,298-00916,RAA PUDA PERFUMED AGARBA.90G,AIRCARE + HOME FRAGRANCE,INCENSE,INCENSE STICKS,RAA,1.0,71.0,71,CD-211455,Female,18 -28,Friday
530,2008-07-21,298-00115,MT.KENYA UHT MILK 500ML POUCH,DAIRY,LONGLIFE MILK,PLAIN,MT.KENYA,15.0,585.0,39,CD-457610,Female,40 -50,Monday
531,2008-07-25,298-00903,COCOA LOVERS CRISPY BAR 40G,CONFECTIONERY,CHOCOLATE,BARS,COCOA,1.0,55.0,55,CD-181845,Female,40 -50,Friday
532,2008-07-27,298-01274,TOSS SENSITIVE PLASTIC 500GM,LAUNDRY,DETERGENTS,HANDWASH DETERGENTS,TOSS,1.0,153.0,170,CD-948378,Female,40 -50,Sunday
533,2008-07-26,298-01054,JOGOO WIMBI FLOUR 2KG,FLOUR,MAIZE FLOUR,SPECIAL MAIZE FLOUR,JOGOO,1.0,189.0,189,CD-697506,Male,62 -72,Saturday
534,2008-07-26,298-01019,TES NON WOOVEN PLAIN BEIGE B1,WRAPPING MATERIAL,NON WOVEN BAGS,NON WOVEN BAGS -1,TES,1.0,40.0,40,CD-701847,Female,29 -39,Saturday
535,2008-07-25,298-00921,EXE ALL PURPOSE FLOUR 2KG,FLOUR,WHEAT FLOUR,WHITE WHEAT FLOUR,EXE,1.0,136.0,136,CD-233613,Male,29 -39,Friday
536,2008-07-26,298-01038,TES PAPER SERVIETTES 100S,PAPER + PLASTICS,PAPER TOWELS + NAPKINS,SERVIETTES,TES,1.0,78.0,78,CD-283458,Female,29 -39,Saturday
537,2008-07-27,298-01113,TEEPEE BALL PEN # 302,STATIONERY,SCHOOL STATIONERY,PENS + INKS,TEEPEE,4.0,60.0,15,CD-220747,Male,40 -50,Sunday
538,2008-07-21,298-00112,NICE MWEA PISHORI 2KG,RICE,PISHORI RICE,PISHORI RICE-1,NICE,1.0,0.0,368,CD-452634,Female,40 -50,Monday
539,2008-07-27,298-01227,URBAN STIX BARBEQUE 40G,SNACKS,CRISPS,FOIL PACK CRISPS,URBAN,1.0,30.0,30,CD-681028,Female,29 -39,Sunday
540,2008-07-26,298-01084,M/HARVEST CORNFLAKES 250G BAG,BREAKFAST,BREAKFAST CEREALS,FLAKES,M/HARVEST,1.0,169.0,169,CD-173298,Male,29 -39,Saturday
541,2008-07-27,298-01241,SUNLIGHT LAVENDER SENS.1KG SAT,LAUNDRY,DETERGENTS,HANDWASH DETERGENTS,SUNLIGHT,1.0,230.0,250,CD-359519,Male,29 -39,Sunday
542,2008-07-27,298-01100,KIWI BLACK POLISH 100ML,HOUSEHOLD ESSENTIALS,SHOE CARE,SHOE POLISH,KIWI,1.0,169.0,169,CD-949913,Male,29 -39,Sunday
543,2008-07-25,298-00921,DOWNY F/RELAXED FABRIC CARE 280ML,LAUNDRY,FABRIC SOFTNERS + CONDITIONERS,FABRIC SOFTNERS,DOWNY,1.0,179.0,199,CD-233613,Male,29 -39,Friday
544,2008-07-26,298-01072,SOKO HOME BAKING 2KG,FLOUR,WHEAT FLOUR,WHITE WHEAT FLOUR,SOKO,12.0,1428.0,132,CD-242954,Male,29 -39,Saturday
545,2008-07-27,298-01156,KIWI BLACK POLISH 40ML,HOUSEHOLD ESSENTIALS,SHOE CARE,SHOE POLISH,KIWI,1.0,85.0,85,CD-201447,Female,18 -28,Sunday
546,2008-07-27,298-01270,ORION COPY PAPER A4 500,STATIONERY,OFFICE STATIONERY,OFFICE SUPPLIES,ORION,2.0,1020.0,510,CD-284726,Female,62 -72,Sunday
547,2008-07-27,298-01311,KERINGET MINERAL WATER 1LTR,COLD BEVERAGE,WATER,MINERAL WATER,KERINGET,1.0,85.0,85,CD-097831,Female,18 -28,Sunday
548,2008-07-21,298-00115,TROPIKAL LAVENDER BOUQUET 300M,AIRCARE + HOME FRAGRANCE,AEROSOLS,SPRAYS,TROPIKAL,1.0,290.0,290,CD-457610,Female,40 -50,Monday
549,2008-07-26,298-01033,PELIKAN HB PENCIL,STATIONERY,SCHOOL STATIONERY,PENS + INKS,PELIKAN,5.0,110.0,22,CD-203882,Female,40 -50,Saturday
550,2008-07-27,298-01282,SAFISHA GOLD SCOURER +SPONGE,HOME CLEANING,SCRUBBERS + SPONGES,STEEL WOOL,SAFISHA,1.0,70.0,70,CD-666359,Female,29 -39,Sunday
551,2008-07-27,298-01263,STA-SOFT SPRING FRESH 5LTR,LAUNDRY,FABRIC SOFTNERS + CONDITIONERS,FABRIC SOFTNERS,STA-SOFT,1.0,995.0,995,CD-336228,Female,40 -50,Sunday
552,2008-07-25,298-00911,INDOMIE SPECIAL CHICKEN 375G,PASTA + NOODLES,NOODLES,WHEAT NOODLES,INDOMIE,1.0,150.0,150,CD-028669,Female,18 -28,Friday
553,2008-07-27,298-01352,RINA VEGETABLE OIL 5 LTR,FATS & OILS,VEGETABLE OIL,VEGETABLE OIL-1,RINA,1.0,1055.0,1055,CD-822794,Male,29 -39,Sunday
554,2008-07-21,298-00091,SOKO MAIZE MEAL 2KG,FLOUR,MAIZE FLOUR,STANDARD MAIZE FLOUR,SOKO,3.0,267.0,89,CD-936825,Male,29 -39,Monday
555,2008-07-27,298-01283,FAY PINK T/PAPER 10S,PAPER + PLASTICS,TISSUE PAPERS,VIRGIN,FAY,1.0,350.0,350,CD-276789,Male,29 -39,Sunday
556,2008-07-25,298-00921,QUEEN'S CINNAMON HONEY 330G SQZ,BREAKFAST,SPREADS,HONEY,QUEEN'S,1.0,255.0,255,CD-233613,Male,29 -39,Friday
557,2008-07-27,298-01270,O/POINT SPRING FILE PVC,STATIONERY,OFFICE STATIONERY,"FILE,FOLDER + WALLET",O/POINT,2.0,184.0,92,CD-284726,Female,62 -72,Sunday
558,2008-07-27,298-01316,COLGATE HERBAL T/PASTE 140G,PERSONAL CARE,ORAL CARE,TOOTH PASTE,COLGATE,1.0,211.0,211,CD-401204,Female,18 -28,Sunday
559,2008-07-27,298-01316,GRACIE'S S/BERRY YGHRT 1LTR,DAIRY,YOGHURT,BASIC,GRACIE'S,1.0,168.0,168,CD-401204,Female,18 -28,Sunday
560,2008-07-27,298-01341,TS CREAM DOUGHNUTS 120GM,TES BAKERY,TES DOUGHNUTS,CREAM DOUGHNUT,TS,4.0,140.0,35,CD-029515,Female,29 -39,Sunday
561,2008-07-27,298-01292,GRACE MANDAZI 170G,CONFECTIONARY,MANDAZI,MANDAZI BITES,GRACE,1.0,38.0,38,CD-33322,Male,29 -39,Sunday
562,2008-07-27,298-01111,KABRAS PACKED SUGAR 2KG,SUGAR,WHITE SUGAR,WHITE SUGAR-1,KABRAS,1.0,199.0,199,CD-173234,Male,51 -61,Sunday
563,2008-07-21,298-00105,SUNLIGHT TROPICAL SENS.500G SAT,LAUNDRY,DETERGENTS,HANDWASH DETERGENTS,SUNLIGHT,1.0,140.0,140,CD-431135,Male,73 -83,Monday
564,2008-07-27,298-01222,VENUS DC ANTI-DANDRUFF HAIR FOOD 100ML,BEAUTY,HAIRCARE AND ACCESSORIES,HAIR STYLING & CARE,VENUS,1.0,80.0,100,CD-200010,Female,18 -28,Sunday
565,2008-07-27,298-01192,HARPIC POWER PLUS ORIG 200ML,HOME CLEANING,TOILET + SEPTIC CARE,LIQUID TOILET CLEANERS,HARPIC,1.0,100.0,100,CD-667934,Male,51 -61,Sunday
566,2008-07-25,298-00985,FRESHA PINEAPPLE YOGHURT 1LTR,DAIRY,YOGHURT,BASIC,FRESHA,1.0,165.0,165,CD-769251,Male,29 -39,Friday
567,2008-07-25,298-00941,TROPICAL H/BLACK PEPPER 50G JAR,FOOD ADDITIVES,SPICES,BOTTLED SPICES,TROPICAL,1.0,95.0,95,CD-784691,Female,40 -50,Friday
568,2008-07-27,298-01235,ROYCO BEEF MCHUZI MIX 70GM,FOOD ADDITIVES,SEASONINGS,SAVOURY,ROYCO,1.0,30.0,30,CD-211209,Male,18 -28,Sunday
569,2008-07-27,298-01143,DAIMA STRAWBERRY YOGHURT 150ML,DAIRY,YOGHURT,BASIC,DAIMA,2.0,94.0,47,CD-358161,Male,40 -50,Sunday
570,2008-07-21,298-00099,NON WOOVEN PACKAGING BAG #25,WRAPPING MATERIAL,POLYTHENE BAGS,POLYTHENE BAGS -1,NON,1.0,15.0,15,CD-950228,Female,51 -61,Monday
571,2008-07-25,298-00975,NESCAFE CLASSIC (S) 1.6GM,HOT BEVERAGE,COFFEE,INSTANT COFFEE,NESCAFE,6.0,30.0,5,CD-096492,Female,18 -28,Friday
572,2008-07-27,298-01277,SANTA LUCIA ELBOW 500GM,PASTA + NOODLES,PASTA,SHORT PASTA,SANTA,1.0,199.0,199,CD-249898,Male,29 -39,Sunday
573,2008-07-27,298-01348,GEISHA PINK& HONEY 125G,PERSONAL CARE,PERSONAL WASH,FAMILY SOAPS,GEISHA,2.0,100.0,50,CD-696500,Male,18 -28,Sunday
574,2008-07-25,298-00962,MELVINS GINGER TEA 250G,HOT BEVERAGE,TEA,LOOSE TEA,MELVINS,1.0,146.0,146,CD-667555,Female,29 -39,Friday
575,2008-07-27,298-01155,DAILY NATION NEWSPAPER,STATIONERY,PRINTED STATIONERY,NEWSPAPER + MAGAZINES,DAILY,1.0,60.0,60,CD-135475,Female,18 -28,Sunday
576,2008-07-27,298-01311,ILARA S/BERRY YOGHT 150ML CUP,DAIRY,YOGHURT,BASIC,ILARA,4.0,188.0,47,CD-097831,Female,18 -28,Sunday
577,2008-07-21,298-00091,BALLET B/JELLY SOAP SHEA BUTTER  100GM,BABY PRODUCTS,BABY SKIN CARE,BABY SOAPS,BALLET,1.0,55.0,55,CD-936825,Male,29 -39,Monday
578,2008-07-27,298-01116,HANAN CHARCOAL WET WIPES 20S,PERSONAL CARE,SANITARY,WIPES,HANAN,1.0,110.0,110,CD-572084,Male,40 -50,Sunday
579,2008-07-27,298-01280,NON WOOVEN PACKAGING BAG #22,WRAPPING MATERIAL,POLYTHENE BAGS,POLYTHENE BAGS -1,NON,1.0,10.0,10,CD-497865,Female,18 -28,Sunday
580,2008-07-26,298-01080,PEPSODENT ACTION 123 CHARCOAL T/PASTE 160G,PERSONAL CARE,ORAL CARE,TOOTH PASTE,PEPSODENT,1.0,289.0,289,CD-164284,Female,18 -28,Saturday
581,2008-07-27,298-01260,AJAB HOME BAKING 2KG,FLOUR,WHEAT FLOUR,WHITE WHEAT FLOUR,AJAB,2.0,254.0,127,CD-192357,Female,18 -28,Sunday
582,2008-07-25,298-00905,TROPICAL H/SALT&VINEGAR CRISPS 50G,SNACKS,CRISPS,CLEAR PACK CRISPS,TROPICAL,1.0,45.0,45,CD-078399,Female,18 -28,Friday
583,2008-07-27,298-01263,FRESHA LALA 500ML POUCH,DAIRY,FERMENTED MILK,NATURAL,FRESHA,2.0,100.0,50,CD-336228,Female,40 -50,Sunday
584,2008-07-27,298-01241,N&L COCOA BUTTER LOTION 400ML,BEAUTY,BODY CARE,SKIN LOTIONS,N&L,1.0,132.0,165,CD-359519,Male,29 -39,Sunday
585,2008-07-25,298-00921,DAMSAR YIWUSHI TOOTHPICK #8072,PAPER + PLASTICS,DISPOSABLE WARE,TOOTHPICKS,DAMSAR,1.0,61.0,61,CD-233613,Male,29 -39,Friday
586,2008-07-25,298-01006,KABRAS PACKED SUGAR 2KG,SUGAR,WHITE SUGAR,WHITE SUGAR-1,KABRAS,1.0,199.0,199,CD-109777,Male,29 -39,Friday
587,2008-07-27,298-01352,AMAIZE PREM.MAIZE MEAL 2KG,FLOUR,MAIZE FLOUR,PREMIUM MAIZE FLOUR,AMAIZE,2.0,266.0,133,CD-822794,Male,29 -39,Sunday
588,2008-07-25,298-00921,KIWI BLACK POLISH 100ML,HOUSEHOLD ESSENTIALS,SHOE CARE,SHOE POLISH,KIWI,1.0,169.0,169,CD-233613,Male,29 -39,Friday
589,2008-07-25,298-00921,ZESTA STRAWBERRY JAM 300GM,BREAKFAST,SPREADS,JAMS/MARMALADES,ZESTA,1.0,145.0,145,CD-233613,Male,29 -39,Friday
590,2008-07-27,298-01356,TS WHITE BREAD 400G,TES BAKERY,TES BREAD,TES BREAD ROLLS,TS,1.0,45.0,45,CD-254997,Male,51 -61,Sunday
591,2008-07-25,298-00941,SAFISHA REGULAR BLEACH 750ML,LAUNDRY,BLEACHES + STAIN REMOVERS,BLEACHES,SAFISHA,1.0,120.0,120,CD-784691,Female,40 -50,Friday
592,2008-07-27,298-01311,BRAGG A/CIDER VINEGAR 473ML,FOOD ADDITIVES,CONDIMENTS,VINEGAR,BRAGG,1.0,1199.0,1199,CD-097831,Female,18 -28,Sunday
593,2008-07-27,298-01270,HARPIC POWER PLUS ORIG 200ML,HOME CLEANING,TOILET + SEPTIC CARE,LIQUID TOILET CLEANERS,HARPIC,1.0,100.0,100,CD-284726,Female,62 -72,Sunday
594,2008-07-27,298-01334,TS WHOLEMEAL BREAD 400G,TES BAKERY,TES BREAD,TES BREAD ROLLS,TS,2.0,90.0,45,CD-028669,Female,18 -28,Sunday
595,2008-07-27,298-01317,MAMBO BUBBLE GUM PINEAPPLE 24PK,CONFECTIONERY,GUM AND MINT,FRUITY GUM,MAMBO,2.0,40.0,20,CD-667740,Female,40 -50,Sunday
596,2008-07-27,298-01317,CHAMPION FINE PEN RED,STATIONERY,SCHOOL STATIONERY,SCHOOL SUPPLIES,CHAMPION,4.0,36.0,9,CD-667740,Female,40 -50,Sunday
597,2008-07-27,298-01317,GARNIER EVEN & MATTE TISSUE MASKÂ  30G,BEAUTY,FACE CARE,FACE MASK,GARNIER,1.0,213.0,250,CD-667740,Female,40 -50,Sunday
598,2008-07-27,298-01260,ALISON IDEAL P/GLYCERINE 100ML,BEAUTY,BODY CARE,GLYCERINE,ALISON,1.0,93.0,93,CD-192357,Female,18 -28,Sunday
599,2008-07-27,298-01143,RIBENA BLACKCURRANT 250ML,COLD BEVERAGE,JUICE,RTD FRUIT JUICE,RIBENA,2.0,120.0,60,CD-358161,Male,40 -50,Sunday
600,2008-07-27,298-01200,JAMAA CREAM BAR SOAP 1KG,LAUNDRY,LAUNDRY BARS,LONG BARS,JAMAA,2.0,248.0,124,CD-215083,Female,18 -28,Sunday
601,2008-07-26,298-01059,CRISTAL ULTRA FINE BLU BX 20,STATIONERY,SCHOOL STATIONERY,PENS + INKS,CRISTAL,4.0,84.0,21,CD-989663,Female,29 -39,Saturday
602,2008-07-27,298-01357,TROPIKAL A/F WILDMUSK 300ML,AIRCARE + HOME FRAGRANCE,AEROSOLS,SPRAYS,TROPIKAL,1.0,290.0,290,CD-814593,Male,18 -28,Sunday
603,2008-07-27,298-01268,GOFRUT MANGO JUICE 1L,COLD BEVERAGE,JUICE,SYRUP/CONCENTRATE JUICE,GOFRUT,1.0,100.0,100,CD-284726,Female,62 -72,Sunday
604,2008-07-21,298-00086,KEVIAN AFIA M/VITAMINE T/P 1LT,COLD BEVERAGE,JUICE,RTD FRUIT JUICE,KEVIAN,3.0,237.0,155,CD-143180,Male,40 -50,Monday
605,2008-07-27,298-01356,AJAB HOME BAKING 2KG,FLOUR,WHEAT FLOUR,WHITE WHEAT FLOUR,AJAB,2.0,254.0,127,CD-254997,Male,51 -61,Sunday
606,2008-07-21,298-00111,TS WHITE BREAD 600G,TES BAKERY,TES BREAD,TES BREAD ROLLS,TS,1.0,65.0,65,CD-377755,Male,29 -39,Monday
607,2008-07-27,298-01269,MENENGAI CREAM B/SOAP 800G,LAUNDRY,LAUNDRY BARS,LONG BARS,MENENGAI,1.0,115.0,115,CD-207673,Female,40 -50,Sunday
608,2008-07-27,298-01316,PERSIL LAVENDER 1KG,LAUNDRY,DETERGENTS,HANDWASH DETERGENTS,PERSIL,1.0,270.0,270,CD-401204,Female,18 -28,Sunday
609,2008-07-27,298-01280,DRIED DATES P/KG,FOOD ADDITIVES,DRIED FRUITS + SEEDS,BULK EDIBLES,DRIED,0.404651,174.0,430,CD-497865,Female,18 -28,Sunday
610,2008-07-25,298-00983,AVENA VEGETABLE OIL 3LTR,FATS & OILS,VEGETABLE OIL,VEGETABLE OIL-1,AVENA,1.0,599.0,599,CD-252130,Male,18 -28,Friday
611,2008-07-21,298-00104,ROYCO BEEF MCHUZI MIX 70GM,FOOD ADDITIVES,SEASONINGS,SAVOURY,ROYCO,2.0,60.0,30,CD-343213,Female,29 -39,Monday
612,2008-07-27,298-01270,CHOCOLART ALMOND&RAISIN 90G,CONFECTIONERY,CHOCOLATE,BARS,CHOCOLART,3.0,480.0,160,CD-284726,Female,62 -72,Sunday
613,2008-07-27,298-01351,MT.KENYA UHT MILK 500ML POUCH,DAIRY,LONGLIFE MILK,PLAIN,MT.KENYA,18.0,702.0,39,CD-984621,Male,29 -39,Sunday
614,2008-07-27,298-01143,RIBENA STRAWBERRY 250ML,COLD BEVERAGE,JUICE,RTD FRUIT JUICE,RIBENA,2.0,120.0,60,CD-358161,Male,40 -50,Sunday
615,2008-07-27,298-01288,KENSALT 1KG,FOOD ADDITIVES,SEASONINGS,SALT,KENSALT,1.0,30.0,30,CD-084855,Female,18 -28,Sunday
616,2008-07-27,298-01317,SKYTONE CLASSIC MUG #3422A,KITCHEN AND DINING,TABLEWARES,DRINKWARES,SKYTONE,1.0,160.0,160,CD-667740,Female,40 -50,Sunday
617,2008-07-27,298-01297,BELLA PAPER SERVIETTES 48S,PAPER + PLASTICS,PAPER TOWELS + NAPKINS,SERVIETTES,BELLA,1.0,62.0,77,CD-309218,Female,18 -28,Sunday
618,2008-07-27,298-01311,FIELD OF AFRICA H/WASH ALOE VERA 500ML,PERSONAL CARE,PERSONAL WASH,HANDWASH,FIELD,1.0,175.0,204,CD-097831,Female,18 -28,Sunday
619,2008-07-25,298-00921,CADBURY FRUIT & NUT 80GM,CONFECTIONERY,CHOCOLATE,BARS,CADBURY,1.0,145.0,175,CD-233613,Male,29 -39,Friday
620,2008-07-27,298-01317,KUNDE BUNCH,FRUITS + VEG,VEGETABLES,LEAFY GREENS,KUNDE,1.0,30.0,30,CD-667740,Female,40 -50,Sunday
621,2008-07-27,298-01232,HANNAN JUMBO TISSUE,PAPER + PLASTICS,TISSUE PAPERS,VIRGIN,HANNAN,1.0,103.0,123,CD-694608,Female,40 -50,Sunday
622,2008-07-27,298-01338,NIVEA C/BUTTER MILK LTN 400ML,BEAUTY,BODY CARE,SKIN LOTIONS,NIVEA,1.0,345.0,460,CD-782878,Female,51 -61,Sunday
623,2008-07-26,298-01033,PELIKAN ERASER D/FREE SMALL  30S,STATIONERY,SCHOOL STATIONERY,SCHOOL SUPPLIES,PELIKAN,2.0,116.0,58,CD-203882,Female,40 -50,Saturday
624,2008-07-27,298-01357,CADBURY DRINK CHOCO 90G SAT,HOT BEVERAGE,OTHER HOT BEVERAGE,DRINKING CHOCOLATE,CADBURY,2.0,130.0,65,CD-814593,Male,18 -28,Sunday
625,2008-07-25,298-00921,PEPSODENT HERBAL V/PACK 2*150G,PERSONAL CARE,ORAL CARE,TOOTH PASTE,PEPSODENT,1.0,249.0,249,CD-233613,Male,29 -39,Friday
626,2008-07-25,298-00941,ZESTA HOT & SWEET SAUCE 420G,FOOD ADDITIVES,CONDIMENTS,HOT SAUCES,ZESTA,1.0,101.0,101,CD-784691,Female,40 -50,Friday
627,2008-07-27,298-01356,DELMONTE GOLD F/PINEAPPLE P/KG,FRUITS + VEG,FRUITS,LOCAL FRUITS,DELMONTE,1.97761194,265.0,134,CD-254997,Male,51 -61,Sunday
628,2008-07-27,298-01347,KEVIAN AFIA APPLE FRUIT 1.5L,COLD BEVERAGE,JUICE,RTD FRUIT JUICE,KEVIAN,1.0,160.0,160,CD-682075,Male,40 -50,Sunday
629,2008-07-27,298-01221,MILLBAKERS DAZ GINGER 200G,CONFECTIONARY,PASTRIES,MANDAZI PASTRY,MILLBAKERS,1.0,43.0,43,CD-044837,Female,40 -50,Sunday
630,2008-07-27,298-01263,SANTA MARIA SAFFRON ESSENCE 40ML,FOOD ADDITIVES,BAKING NEEDS,FOOD COLOUR + FLAVOURS,SANTA,1.0,89.0,89,CD-336228,Female,40 -50,Sunday
631,2008-07-26,298-01013,INDOMIE NOODLE JUMBO PACK,PASTA + NOODLES,NOODLES,WHEAT NOODLES,INDOMIE,3.0,90.0,30,CD-309183,Female,40 -50,Saturday
632,2008-07-27,298-01227,URBAN STIX THAI S/CHILLI 40G,SNACKS,CRISPS,FOIL PACK CRISPS,URBAN,2.0,60.0,30,CD-681028,Female,29 -39,Sunday
633,2008-07-27,298-01248,SOSSI CHUNKS SOYA 80GM,"CANNED , TINNED + PACKAGED FOOD",SOYA,SOYA CHUNKS,SOSSI,1.0,30.0,30,CD-202980,Male,18 -28,Sunday
634,2008-07-26,298-01064,EXCEL PREM DRINKING WATER 500M,COLD BEVERAGE,WATER,PURIFIED DRINKING WATER,EXCEL,2.0,50.0,25,CD-284116,Male,18 -28,Saturday
